Edad,Género,Tipo de deporte,IMC,Horas de entrenamiento por semana,Frecuencia cardíaca en reposo,Ingesta de calorías,Nivel de experiencia,Frecuencia de competencia,Indicador de establecimiento de objetivos,Puntuación de preparación estratégica,Puntuación de rendimiento,log_id
288.0,Masculino,Fútbol americano,21.84898139987185,6.796199450675742,62.62548436397285,4435.962151491154,Intermedio,4.339902415091313,,53.2857082955413,61.65417115649648,128539
192.0,Femenino,Atletismo,22.508895586199333,9.756880354200751,52.70811723767826,1952.0730769028555,Avanzado,22.871020880695447,Sí,66.12758974136206,85.12480488014405,131190
480.0,Femenino,Ciclismo,21.70912816773904,33.92046955698312,80.76880291937586,3939.592996772176,Avanzado,1.1207037422881465,No,51.89572705564756,99.35878076074653,150512
252.0,Masculino,Fútbol americano,18.350572368645267,14.284182524637227,68.9941342442815,4440.812438828837,Principiante,6.188288298526902,Sí,,75.5020791668983,144440
396.0,Femenino,Ciclismo,28.292479092046463,22.14948980359868,79.62635806691706,2725.6996466432324,Intermedio,4.861064590770216,Sí,76.23656101875387,86.43350254537735,99455
432.0,Masculino,Tenis,19.79524632478157,28.25473028092965,74.32054219126066,1785.6126667630458,Avanzado,11.001098438003476,Sí,81.24957582273966,99.7746437958221,52840
360.0,Femenino,Baloncesto,24.981945185871773,9.7090050146374,80.01735759601068,4386.478842446437,Intermedio,10.073949658313158,Sí,64.74444614000527,84.81547431642213,135557
216.0,Femenino,Tenis,21.363336185500955,11.437517847354904,70.27680135357885,3466.858090814984,Principiante,11.887672985221696,Sí,85.57567000950642,83.5562708967316,201459
240.0,Masculino,Natación,24.89437795076315,19.425829711152243,53.35737927487214,3502.9141226971333,Intermedio,11.82915003866788,Sí,65.91276887319408,100.35671170381096,145002
420.0,M,Fútbol americano,23.70422063322315,11.611491128094066,72.19663887349307,4173.621014006114,Avanzado,1.0313437818716815,Sí,73.09013060378612,76.59686344512326,99932
312.0,M,Tenis,23.98476213805182,25.88552051636951,67.77575002625672,3278.2546924044814,Intermedio,24.317430774229045,No,61.453195769263246,57.47600080305613,54188
408.0,Masculino,Ciclismo,18.42769605824206,19.164943573661773,89.30858680684771,2702.501345489578,Principiante,8.578035295611368,Sí,77.26038852199638,72.39058804637163,28372
312.0,Femenino,Atletismo,25.729801779027422,25.72155725719146,82.72960990228155,4181.769761201852,Principiante,21.14319681390434,Sí,65.32112512920266,92.5784470497262,102456
192.0,Femenino,Ciclismo,21.067522988564512,10.104429705452754,69.95218942864508,3752.472488570441,Intermedio,24.352187604279365,Sí,59.31087862201369,73.60285554705392,35086
396.0,Masculino,Ciclismo,24.70317707415714,,79.26400963348125,3742.433801858152,Principiante,12.990834340230972,Sí,43.00745915775389,47.88133685871427,149066
192.0,Masculino,Tenis,28.351306359085395,7.035318952854546,77.0275014705284,4117.104211128721,Principiante,22.03563319126307,No,51.81964624919813,71.30376204882565,149113
240.0,Femenino,Baloncesto,25.54372913466963,17.147479669504154,86.63083613032057,2963.1228066564386,Intermedio,4.030903089398313,Sí,46.64057939294671,70.6502066859863,4520
384.0,Masculino,Tenis,28.979928821166386,32.76521081506891,52.65810402198705,2544.945994504356,Principiante,13.861174853587777,No,55.54868203248655,73.65416654283835,169349
384.0,Masculino,Tenis,24.44148667977962,11.839895071862536,44.44177185208675,3008.362407224885,Principiante,10.337023944381214,Sí,64.99635993829854,76.09511021604203,100180
468.0,Femenino,Ciclismo,26.806235381155293,15.44647594708122,80.38662965741625,4426.812634539351,Profesional,12.358841060892164,Sí,66.34808831701626,86.549690904846,173943
444.0,Masculino,Natación,16.796988201604105,25.364296358996413,71.72307458230719,4251.957601673963,Principiante,6.046352654179687,No,89.0366566145162,77.480812915423,105419
420.0,Masculino,Natación,22.41291617069033,29.85886366198707,74.1273701633121,2528.098902814036,Intermedio,19.43201244438801,Sí,84.00646701091621,83.77776234257065,89907
456.0,Femenino,Ciclismo,21.825055182193346,32.522930049796216,48.55029239601403,4395.317761452729,Intermedio,20.20435611736848,Sí,74.71855930563409,83.51635404289932,45392
312.0,Masculino,Ciclismo,28.73077467020062,11.167655900694143,63.4526393781251,3157.2409288375266,Intermedio,11.485296005107855,Sí,63.47501396484642,77.87956111537044,248898
240.0,Femenino,Baloncesto,20.894942578649005,14.687080840680272,48.59418168696472,4295.231362088274,Avanzado,11.840226719876595,Sí,55.58811849340783,99.55774916218373,16599
288.0,Masculino,Baloncesto,26.47901655540886,22.050693601294817,63.389112747944665,2228.1861285927125,Intermedio,3.194731229448604,Sí,60.07733846446932,99.0721105566711,123512
420.0,Masculino,,20.276770084192115,18.08052590949541,83.89548178340993,2228.814839650952,Intermedio,13.812547092344134,Sí,57.91088971044796,66.35332450095021,140852
384.0,Masculino,Baloncesto,22.2615984836396,8.669303604262662,46.25451425291137,4188.954333772064,Avanzado,13.263260890812145,No,67.87250870946002,94.62903898513598,57180
348.0,Masculino,Tenis,24.14923637252405,21.572971995878707,77.97120478416362,2014.323361327476,,10.247154800950929,Sí,69.01413938462058,98.6415218506054,199727
288.0,Masculino,Ciclismo,23.421681933771183,14.698210641086654,71.09196703226459,4473.421322457984,Principiante,21.19794149716216,Sí,49.66117399289248,68.26302144059184,239004
240.0,Masculino,Tenis,19.605650859813505,22.073826031626496,44.37113060199241,2634.69088318936,Intermedio,23.22475115263618,No,74.35164298238573,98.4181434829743,206781
456.0,Masculino,Tenis,29.40854846099572,23.864205504607867,73.09929875860442,4368.266439368071,Avanzado,15.868952079107352,Sí,68.21457578521758,90.89815452015802,174884
312.0,Masculino,Tenis,16.086430411598215,34.22469103169258,46.21121124100432,3324.5194113116163,Avanzado,21.39587918513344,Sí,61.0633019371723,99.99516451515512,147997
240.0,Masculino,Tenis,26.391049465925946,15.776267228075149,64.02155325332872,2667.406756598467,Profesional,7.087392393863218,No,74.69261760145424,94.84979474475662,20733
348.0,Masculino,Fútbol americano,19.281662612221044,10.752119259794242,70.75483744162706,3666.127233871689,Avanzado,10.654682074023295,Sí,49.3897945694829,100.19800173854568,71138
228.0,Masculino,Natación,21.597760017246927,6.661382348038512,49.1704144973864,3380.897228339174,Avanzado,0.2119991015237724,Sí,88.247412693428,65.6170212615736,79009
264.0,Masculino,Baloncesto,23.20921685630992,19.16502604034761,45.419231647468365,4212.398333053323,Intermedio,3.1289915613683097,No,66.06003780677526,84.83853826316506,238661
288.0,Femenino,Fútbol americano,26.396850705863624,21.77711512343103,65.96179849286362,4240.668045802539,Avanzado,17.314347517525967,Sí,96.6455842258599,95.10323742843472,86
384.0,Masculino,Ciclismo,25.61915908845699,28.799838731350263,52.01964521679338,1919.932114698965,Intermedio,10.7143018052962,Sí,73.5958858954104,84.2536430194098,180875
408.0,M,Fútbol americano,23.851404673331167,28.07157707158612,77.68240324324962,2541.3921740167943,Intermedio,2.410034526080154,No,39.82183658351555,89.63061974423961,130637
252.0,F,Fútbol americano,23.98175901207836,20.09439911637286,73.29208626499752,3871.4306464099545,Profesional,6.2878952201293785,Sí,92.2769073294568,100.13410287658972,162447
264.0,Masculino,Baloncesto,25.24011519081116,26.99633013724407,87.2695901697001,3461.0645830609938,Avanzado,17.31369407488475,Sí,66.18009561822522,86.78952580953957,126632
216.0,Femenino,Baloncesto,20.689190785518285,18.53601485525665,45.12379066529803,2541.805407506937,Avanzado,14.120558804124345,Sí,71.83389465379516,89.69952718220193,223008
444.0,Masculino,Baloncesto,23.052422168397573,12.316774033778152,79.88746374855945,4141.433665677847,Avanzado,16.76253468736481,No,80.59546432805904,83.66471787676811,113025
264.0,Masculino,Fútbol americano,22.36430467608648,5.595810973207172,85.74981446583963,3321.352924828199,Profesional,5.07272705996007,Sí,60.17208052840122,74.18702159105693,77285
276.0,Femenino,Baloncesto,24.06087366299863,29.56408275199746,72.42401809600214,1895.3266670485853,Intermedio,6.982784428221644,No,65.49019097015706,99.9947700805211,161857
444.0,Femenino,Tenis,19.040159932623364,16.439351272711093,83.05459568447586,3077.717993283544,Intermedio,19.22644488429667,No,78.22073106127355,80.37980358359366,24166
276.0,Masculino,Natación,23.78302241156918,12.761176357630314,82.08896241128926,4096.593314199286,Principiante,4.642198236063749,No,48.17494843672354,73.04380191250392,99154
192.0,Femenino,Natación,22.42440721879992,28.023394996340823,49.330584343673785,2572.939243306033,Avanzado,14.985632300258574,Sí,66.09081591287925,95.1469120363181,3178
360.0,Masculino,Atletismo,24.82294304009236,30.14513617426747,72.96290594953368,3164.328683123339,Avanzado,9.323682127617737,No,53.02048606551068,88.1968270239278,225426
408.0,Femenino,Tenis,20.63200934764491,20.14215034934325,55.44693166158787,2775.793771671523,Profesional,21.131961016717963,No,40.84060080892491,99.45292184473128,28110
468.0,Masculino,Ciclismo,25.80769775035936,33.240346962158426,59.411839622673824,2752.190878718673,,-0.24425562023621,Sí,49.87785172220473,90.57675464717848,133077
444.0,Masculino,Tenis,18.15937635377001,32.585889566768394,,2527.704122104911,Intermedio,1.949652109701864,Sí,59.138758745906976,99.14780334661194,96482
444.0,Femenino,Ciclismo,20.188761189689203,18.75783767416758,54.49230175040989,3197.80557723895,Intermedio,,Sí,63.97324571548514,98.36889551266574,164698
204.0,Masculino,Tenis,26.620710261894377,31.963482677813584,46.29920409581808,2147.688286567877,Intermedio,0.2691753531129001,No,69.96825696814878,83.62518188149967,28431
300.0,Masculino,Fútbol americano,25.01375937099299,20.574207025260847,55.23676681579322,2528.757187432559,Principiante,20.03284804333659,Sí,53.62279505077836,60.88900969818684,23213
384.0,Femenino,Baloncesto,26.10282321584954,13.651849573363435,68.93938556247528,3486.002303028639,Intermedio,10.541230478198184,No,57.15325331888842,75.3867542463017,138305
456.0,Femenino,Fútbol americano,20.649679825749256,22.19096784742844,51.84629272962382,4211.313386604185,Principiante,7.14965358560157,No,61.97478335600078,76.53534539105988,87187
336.0,Femenino,Tenis,18.759745416173445,4.926504281535832,86.47653675032039,2615.116075142423,Principiante,12.608251545625466,No,76.90527007832628,45.020399685851245,110809
456.0,Masculino,Baloncesto,22.05017524787586,13.804064360910932,83.77401512903312,4288.586369301886,Intermedio,19.50164746396368,Sí,63.6360042399572,100.06198867056386,4145
228.0,F,Tenis,23.35713421428772,29.32432597401184,71.50170679108572,3858.583863595324,Intermedio,21.96028953103692,Sí,74.8507429768638,68.49179902488174,125573
228.0,Masculino,Baloncesto,23.42833937999746,5.202845606795421,61.22658216689721,2866.4213563015537,,17.301749321662633,Sí,41.21765458496703,73.90242244151254,76724
264.0,Masculino,Tenis,19.043121395327766,23.44551116771184,54.34679093349396,3601.7588855990903,Intermedio,20.235303530289947,Sí,77.14834699686128,83.99470705245969,47224
432.0,Masculino,Atletismo,31.06123885253577,21.99967384001842,51.55514836192214,4118.472270408139,Profesional,12.006577780847667,Sí,91.48394438733108,99.81477743617307,244354
228.0,Femenino,Fútbol americano,16.55490753667183,15.11465671351748,54.13888810625788,3798.5481257603833,Principiante,17.96048034143171,Sí,81.51157408839236,73.91601971928024,195992
252.0,Femenino,Atletismo,26.56008058090543,24.336215329831475,54.49928937419664,1871.2813254505984,Intermedio,2.1172833793779464,No,42.689863078927054,87.05143378132374,134279
444.0,Femenino,Fútbol americano,21.607090110834,20.96691688935532,58.245910111267406,3361.915391581449,Profesional,13.76151149765381,Sí,94.87805191266013,78.0026758285653,67238
468.0,Femenino,Natación,22.521569096401755,18.72995157844521,87.99347608422376,2378.943761702394,Profesional,0.8136809376589741,No,84.71961824910935,100.27139056005474,134229
444.0,Femenino,Fútbol americano,28.618831033746595,21.86097533940691,77.17081418109473,3228.6217533792,Principiante,22.11196816849198,No,78.98639115132374,55.61201536515551,63748
288.0,Femenino,Atletismo,22.63428404547302,4.502286614417421,67.64241233883001,2955.907562454517,Principiante,1.1016642248527986,Sí,73.62984534778788,90.77759472309997,77282
300.0,Masculino,Ciclismo,19.796685446277834,17.25049486728464,56.52858542320149,3329.934128413422,Principiante,20.53313756890536,No,69.6939272066315,64.5342129604591,80013
288.0,Masculino,Natación,27.220861540101144,15.056978656255827,85.50359695143956,4401.431132379244,Principiante,4.639820226861863,Sí,71.32435263295392,77.2945046916004,247210
252.0,Masculino,Ciclismo,21.01307387216552,28.87851053704352,50.61967621979412,1954.181309482512,Principiante,8.622159461769323,Sí,69.05948095412745,97.44931715786728,214117
336.0,Masculino,Ciclismo,19.02868238971057,21.698060549032714,64.93652242515259,,Principiante,0.5691314078757952,Sí,78.29737995171536,72.99169318516122,204039
372.0,Masculino,Ciclismo,19.86746949680153,12.85347332502667,74.89221941916749,4000.43498867264,Avanzado,2.340065460162374,Sí,77.0017715201807,58.4343215281212,22521
300.0,Masculino,Ciclismo,20.70605205516699,31.678299887877223,80.22399171132378,2281.951177172537,Avanzado,8.380045904749148,Sí,59.164452019808905,82.97310372367073,237898
240.0,F,Ciclismo,17.09333143621598,19.9179772926271,58.5247120622708,3010.6481992132867,Avanzado,19.445791599029658,Sí,59.60627223146433,94.95513045432864,247549
360.0,Femenino,Baloncesto,19.46913486505311,9.184602505665646,,3837.862618554656,Avanzado,4.026690305388234,No,54.328780740690895,87.9805226273892,54109
264.0,Masculino,Natación,19.055704667390497,33.23650516539498,62.88719848919749,2765.393331711739,Intermedio,7.360765957569286,No,55.83275617328587,101.42459834539731,192479
456.0,Masculino,Ciclismo,22.40653379143005,7.570855893287279,84.2040609708157,3882.828608790513,Principiante,23.54797178955825,No,78.47211392844416,59.69076269850395,100762
384.0,Masculino,Baloncesto,20.487760748567936,10.176347936910496,60.133506573008304,3404.4991277026147,Avanzado,20.506612579893226,Sí,76.74862947054724,95.77354697073793,97873
372.0,Masculino,Ciclismo,20.080981461764217,25.1404596612135,72.4649136941533,4413.4457464787765,Principiante,15.06617785093435,No,45.5632166883196,85.07115449058364,79611
384.0,Masculino,Natación,19.93457808397928,12.076460622411467,75.62552851914101,2749.050461533934,Principiante,20.786827842068668,Sí,54.72963835743558,72.16973940507812,145938
336.0,Masculino,Baloncesto,23.11920596701559,30.446880375284422,70.22590197287761,4333.808206678971,Intermedio,2.06914314747988,No,62.122671667649655,100.5360962047156,14297
264.0,Masculino,Natación,29.319764938557206,15.095533605584537,88.50800293171592,2568.404372448963,Intermedio,8.87316700270898,No,65.77232139411322,77.54471713593558,98455
432.0,Femenino,Ciclismo,19.932241081331245,13.90276355029786,76.85432800742086,2489.7370073290845,Intermedio,11.522844643077468,No,88.47013467042729,58.51913569611463,116108
180.0,Femenino,Atletismo,19.92627874868596,27.97333312756388,54.925618773271545,2514.0676968071416,Avanzado,4.867911296369559,Sí,84.38594713498466,81.78660926884376,7355
432.0,Masculino,Tenis,23.58027304468958,12.036475506816045,73.74041663190403,4280.741164733395,Intermedio,19.588229158178883,Sí,63.63217364332293,69.65850382216715,77548
228.0,Masculino,Atletismo,20.652269941973483,13.549611866342662,66.71613022699142,2416.631298954961,Intermedio,16.335581123706508,Sí,56.15004763984236,64.09162624464469,97762
420.0,Femenino,Ciclismo,25.13681866009693,32.47163880752103,65.26087221650562,2119.583397273191,Principiante,5.197875032019502,Sí,64.67998041471735,76.18220800277301,164751
396.0,Masculino,Baloncesto,22.88980815821616,13.97533822448109,44.77419878967171,3169.3926470803685,Profesional,5.953312230594071,Sí,96.34707840978729,70.92623266047181,182389
216.0,Masculino,Natación,,31.43042608819396,83.37553090277054,2285.76258917201,Intermedio,1.3796016202948511,No,63.68548490262094,78.56212021526903,40258
396.0,Masculino,Ciclismo,21.479594417318552,6.740342627914077,83.03598416512213,4329.879034875206,Profesional,10.991230622895758,No,84.78657862487964,67.19319858261314,191666
360.0,Femenino,Atletismo,23.312413707833905,7.820934726583018,46.629974964845104,4414.104657578295,Profesional,13.820224449048188,Sí,60.06500258056572,81.97175448182774,65583
348.0,Masculino,Natación,24.99594637850344,34.35394121881118,47.02625980024543,4423.910045584048,Intermedio,10.839323334118388,No,71.17129432254022,88.11510660089724,174305
204.0,Masculino,Atletismo,24.255180844833344,8.660302367044334,60.31912735483053,4339.564733191907,Avanzado,10.386537368968972,Sí,80.36011364895738,99.96224073613982,124783
312.0,Femenino,Baloncesto,18.487499720071785,28.82230994106401,50.89205557218904,1982.9366362551,Avanzado,16.783003218317475,Sí,81.66887544553246,89.89579048188939,84211
204.0,Femenino,Ciclismo,26.344744196280367,24.76440498350933,56.39517060882608,4052.958411657001,Profesional,0.1832788135724696,Sí,79.20061758366467,101.10320055059026,12995
